filename,x,y
3735777574182725897.jpg,-4.5665426,5.1561913
3737525268509409307.jpg,-8.474212,1.1397438
3737526861262498700.jpg,-11.168632,2.5831482
3737529211742101463.jpg,-6.8925495,3.129504
3737571800260291212.jpg,-5.0196056,11.28958
3737576743658647861.jpg,-10.950993,0.5237171
3738044419241690494.jpg,-6.2710624,-0.9164503
3738056029973049548.jpg,-6.2400727,0.4978145
3738788716782037264.jpg,-4.2243485,11.186842
3739620119539379738.jpg,-4.8061943,0.701608
3741175906942338547.jpg,-5.031068,3.8344688
3741540449086354288.jpg,-11.335571,0.64396816
3742619436072061488.jpg,-7.7365246,2.767604
3743112399709280819.jpg,-0.54226583,0.10429432
3743148904146599865.jpg,-5.9437222,4.168416
3743410878310830680.jpg,-1.5604348,0.0059058964
3743865168552566397.jpg,-8.949808,2.6797352
3744039145698366709.jpg,-8.684964,2.7029462
3745395678689138226.jpg,-7.554169,4.4088
3745486939722275885.jpg,-9.165494,2.6923466
3745529328676230675.jpg,-10.690653,1.8569167
3746946175715562475.jpg,-4.154907,3.5486221
3748823824721259665.jpg,-8.747098,2.3005867
3749120856740871641.jpg,-3.1280227,0.07343311
3749828219223426125.jpg,-6.2186985,5.1986876
3750758238774907360.jpg,-4.4845977,4.2520943
3751762316648542057.jpg,-9.196485,2.39147
3751949088217398239.jpg,-11.693433,1.0806706
3752129545789909082.jpg,-4.656969,10.93078
3752791177062795973.jpg,-3.8559413,0.761045
3752869812100816805.jpg,-4.3758116,11.051942
3753481133158608529.jpg,-8.942586,2.0378475
3754683018821290802.jpg,-4.5200543,9.211188
3757123938225265430.jpg,-6.298057,4.5092196
3757725660903964428.jpg,-8.997443,-1.2516801
3757920329281660218.jpg,-3.7616513,-2.2709954
3758338942916368995.jpg,-9.3647585,-2.7576115
3758365224609545528.jpg,-3.7055767,-0.5667977
3758449880847884083.jpg,-4.2263203,1.3187788
3758512528943783498.jpg,-6.981937,5.2834907
3759347855027390974.jpg,-1.3619425,-2.6397831
3759789575200621791.jpg,-1.3536149,-0.35216317
3760648730803563154.jpg,-2.6643958,-2.0845225
3762186556887915931.jpg,-7.4193425,2.2419243
3763610913711106086.jpg,-4.504771,2.2206504
3764277399958351055.jpg,-5.164249,1.5743065
3764343079151650174.jpg,-4.4080043,8.969106
3764359876592871376.jpg,-5.667515,-0.9592334
3766589987123626126.jpg,-7.705768,1.4289168
3768023846813315852.jpg,-4.2340746,2.6256871
3769912303064748469.jpg,-4.167666,-0.7830105
3770184525322923867.jpg,-3.6120527,-1.060072
3770763741089279176.jpg,-8.182393,-2.4121375
3770793757609085618.jpg,-8.553228,-2.6414838
3770881192649098752.jpg,-5.740871,3.5626676
3772962449402898991.jpg,-1.9024471,-1.4871885
3773219640592577163.jpg,-1.190526,-2.4002402
3773879191130099323.jpg,-2.2461097,-2.3940709
3773908122373751900.jpg,-1.9262807,-2.0159438
3774316544411870938.jpg,-9.960184,-2.4377646
3774505695383989357.jpg,-1.5925051,-2.6912127
3775179289868940338.jpg,-6.674333,-1.8801404
3775236704689817208.jpg,-5.9438257,3.2987342
3775828443599222367.jpg,-3.695216,-0.039601695
3778626510480253105.jpg,-8.274985,-1.6703637
3778790779700163977.jpg,-6.664008,-3.4423277
3780943520111317752.jpg,-10.247773,-2.650005
3781068415445010218.jpg,-9.285561,-5.036206
3782996726542769467.jpg,-10.034498,-3.4621658
3783656639090394567.jpg,-9.833633,-0.6084902
3783922481359504185.jpg,-4.367371,0.023887688
3783985063067971320.jpg,-7.8849244,-1.1187693
3784035603071942566.jpg,-1.8601805,-0.6517185
3785171426383499630.jpg,-3.479746,-0.07221379
3785949361788987127.jpg,-5.7914658,-1.8892525
3788195765562673883.jpg,-7.926886,-1.2055428
3789734223150871170.jpg,-7.7477756,-3.1095238
3791120809436399902.jpg,-7.543323,-1.8805556
3791804871905788380.jpg,-10.705804,-4.6000514
3792329600257278998.jpg,-8.561066,-4.501105
3792606076706015432.jpg,-4.1822653,-2.7689073
3792661508359364632.jpg,-9.020726,-2.5924134
3793209298327342070.jpg,-3.6012776,10.866955
3793335726780454007.jpg,-4.9222574,-3.5576086
3794057512677551195.jpg,-1.5085033,-1.0313306
3794946547537175100.jpg,-5.708296,-3.0634532
3796133140792883084.jpg,-6.556938,-5.0414796
3798965939883238042.jpg,-4.9161983,-2.4682333
3799135532346043589.jpg,-3.6058588,-3.2569242
3799725039357274351.jpg,-6.5209975,-2.4173453
3801787860534470736.jpg,-5.634338,-2.63489
3803498899798015485.jpg,-6.4667673,-5.284591
3806111129626240115.jpg,-0.8974012,2.001403
3806230988196419324.jpg,-5.664109,0.93942446
3806368694839080963.jpg,-3.556654,-0.22653615
3807181630091591866.jpg,-11.126486,-4.0043764
3807762992587234590.jpg,-11.585647,-3.7512546
3808363409822726567.jpg,-3.6081195,-2.0931194
3810019076446404901.jpg,-6.332287,-5.448988
3810096938994144469.jpg,-9.777579,-2.7800038
3810753431691118982.jpg,-9.0333395,-1.4215288
3811951339945875064.jpg,-7.442965,-2.8276463
3812904763126491443.jpg,-8.422036,-2.072533
3813567583744740241.jpg,-6.241398,-1.954076
3815074180098711756.jpg,-7.552568,-3.8862073
3816318262447973996.jpg,-8.883759,-0.8581047
3816526265432445014.jpg,-2.8723369,-2.5703323
3817270894809389001.jpg,-5.278876,0.72613806
3818714350261957813.jpg,-6.054638,-4.3287973
3820046519823559336.jpg,-3.7160428,0.62347
3820078484068792697.jpg,-4.6734366,0.6674682
3820151934989231237.jpg,-1.9850007,-1.9655186
3821333093995562121.jpg,-5.6657577,-0.77412826
3821456479069157984.jpg,-4.481766,-1.5300783
3821491369848344784.jpg,-6.3803177,-3.1446598
3821720818384910574.jpg,-4.7192163,-3.9248981
3822353714959415700.jpg,-8.9762745,-5.5825653
3822357698994548715.jpg,-2.0841827,-1.7357255
3822435944851110729.jpg,-6.0061975,-5.3790298
3823807399849677105.jpg,-9.598987,-5.3560376
3824331842887901848.jpg,-6.541652,-4.106265
3824482289661516739.jpg,-8.813027,-1.8886883
3824904502814441925.jpg,-3.945586,-3.6796734
3825066944240686190.jpg,-7.562695,-4.3722916
3825081026188481897.jpg,-3.583693,-2.251635
3826488990052940840.jpg,-8.042425,-5.6566744
3826847349230546490.jpg,-6.886869,-5.529119
3827091572966092173.jpg,-6.9276643,-5.789427
3831044472323226547.jpg,-7.1276402,-3.3678124
3834053412543841811.jpg,-2.5101624,-2.1456
3834607261436372664.jpg,-6.861303,-5.352588
3836121840456936682.jpg,-7.3899364,-5.022863
sa2059.jpg,8.709702,1.1829437
sa3652.jpg,11.422935,0.30781138
sa3653.jpg,9.719417,-0.43379015
sa3654.jpg,10.655438,0.524742
sa3655.jpg,12.835066,-0.24348274
sa3657.jpg,11.555957,2.2951813
sa3723.jpg,11.666938,-1.2670009
sa4039.jpg,17.187761,1.7059593
sa4140.jpg,16.615328,1.3188158
sa4142.jpg,12.525835,-1.5010148
sa4706.jpg,17.635492,0.775101
sa4985.jpg,14.694183,-0.764567
sa4986.jpg,16.869621,-1.1112323
sa5024.jpg,9.966001,0.96316093
sa5025.jpg,10.488744,-3.785559
sa5028.jpg,12.688818,1.6503314
sa5029.jpg,15.255301,-0.86096287
sa5030.jpg,9.936606,1.7495463
sa5031.jpg,-7.914058,2.2848625
sa5032.jpg,10.625904,-0.45658776
sa5033.jpg,11.43038,-1.3584412
sa5054.jpg,4.28549,-0.047409248
sa5100.jpg,6.946584,-2.8800683
sa5101.jpg,8.5631695,-3.5462584
sa5121.jpg,7.8196225,-2.352864
sa5135.jpg,8.38079,-1.1816852
sa5136.jpg,3.7546034,-1.2831882
sa5137.jpg,12.751701,-0.9946986
sa5138.jpg,6.432623,-2.650368
sa5139.jpg,10.280384,-2.9864678
sa5140.jpg,8.203336,2.229068
sa5141.jpg,15.5492,0.5293896
sa5142.jpg,9.705091,1.9562936
sa5143.jpg,6.86924,0.6881274
sa5144.jpg,10.663009,-1.1804706
sa5181.jpg,9.371418,2.3991206
sa5212.jpg,13.186624,2.1829538
sa5213.jpg,10.510371,1.0512083
sa5214.jpg,11.167744,-1.0041324
sa5215.jpg,14.733013,2.1202712
sa5216.jpg,14.950746,1.773237
sa5217.jpg,10.701861,-1.829307
sa5218.jpg,10.098137,-0.70135695
sa5219.jpg,6.280121,2.4078364
sa5220.jpg,4.2681084,-1.2254272
sa5222.jpg,14.489335,-2.36952
sa5223.jpg,8.0718775,-2.73033
sa5224.jpg,15.89796,1.9500328
sa5246.jpg,12.306605,-0.18354358
sa5248.jpg,10.268494,0.5538169
sa5249.jpg,10.750565,2.726682
sa5250.jpg,9.903274,-2.9974282
sa5251.jpg,9.246482,3.0501225
sa5252.jpg,9.024438,2.3359942
sa5253.jpg,6.9783936,2.4007099
sa5254.jpg,7.883084,0.6984047
sa5255.jpg,11.559479,0.43930134
sa5256.jpg,17.341661,2.2592382
sa5257.jpg,8.313392,-1.7853581
sa5258.jpg,7.5798254,-2.6320915
sa5259.jpg,9.755401,-0.7049377
sa5260.jpg,9.397773,-2.5673656
sa5261.jpg,9.9724865,-2.9428494
sa5262.jpg,7.9619727,-0.8687371
sa5263.jpg,12.893234,-0.86102897
sa5264.jpg,8.434195,-2.6478946
sa5265.jpg,11.821787,-0.91007495
sa5266.jpg,12.776115,-1.8138338
sa5267.jpg,13.193972,0.22049843
sa5268.jpg,9.884565,-2.3844106
sa5269.jpg,6.573932,2.262709
sa5270.jpg,15.733367,0.7834983
sa5271.jpg,9.130674,0.77780974
sa5272.jpg,10.2856045,-1.865672
sa5273.jpg,6.544898,2.1862326
sa5274.jpg,9.531579,-3.8751237
sa5275.jpg,6.2305126,1.732883
sa5276.jpg,8.530515,-3.0234134
sa5278.jpg,12.468935,-1.3726296
sa5279.jpg,4.624511,1.130682
sa5280.jpg,7.4483237,-2.0685086
sa5281.jpg,5.5492115,-1.4531409
sa5282.jpg,7.6671557,-1.3498133
sa5283.jpg,7.6750836,1.6616435
sa5284.jpg,16.854876,1.6067796
sa5285.jpg,13.914071,1.9154682
sa5286.jpg,15.31774,-0.47053277
sa5287.jpg,10.480747,0.8515304
sa5288.jpg,9.998516,1.1907783
sa5291.jpg,10.110944,0.8995462
sa5292.jpg,-13.509685,0.0781058
sa5293.jpg,6.461446,-1.7296455
sa5294.jpg,5.4608364,-0.14871955
sa5295.jpg,9.437566,2.7078764
sa5296.jpg,11.475877,1.0860169
sa5297.jpg,8.568091,2.902967
sa5298.jpg,6.668412,2.1252563
sa5299.jpg,9.105181,-3.7332282
sa5300.jpg,11.917873,-2.5541182
sa5301.jpg,12.648129,0.11338519
sa5302.jpg,11.706869,-0.35116538
sa5303.jpg,7.6464148,2.7080624
sa5304.jpg,9.347932,-3.2650008
sa5305.jpg,7.297619,1.977354
sa5307.jpg,10.525382,1.5381835
sa5308.jpg,7.644343,-3.0058494
sa5309.jpg,9.30773,-2.1630917
sa5319.jpg,9.819608,2.6066782
sa5320.jpg,11.090593,0.1390007
sa5321.jpg,17.009262,0.1334714
sa5325.jpg,10.537056,-0.3402236
sa5326.jpg,6.7384195,1.6842072
sa5327.jpg,15.961897,-0.110996865
sa5328.jpg,14.15794,-0.08653688
sa5329.jpg,16.476557,1.0637188
sa5330.jpg,9.805035,2.0651133
sa5331.jpg,13.345764,1.9231699
sa5332.jpg,11.086778,1.3602786
sa5333.jpg,13.437623,0.41675156
sa5342.jpg,16.372211,1.4284135
sa5343.jpg,16.812511,1.7569547
sa5344.jpg,17.250715,1.1428113
sa5345.jpg,10.197295,-3.8280208
sa5346.jpg,12.285075,0.46629348
sa5347.jpg,14.113368,-1.3889598
sa5348.jpg,16.209581,2.7476287
sa5349.jpg,9.23648,3.0258422
sa5350.jpg,13.094377,-1.2097138
sa5351.jpg,12.782575,1.0810416
sa5352.jpg,15.227211,-2.4376
sa5353.jpg,6.9103637,-2.9440334
sa5362.jpg,15.928906,-0.43005493
sa5366.jpg,15.199499,-1.5258106
sa5368.jpg,15.649251,-0.41209358
sa5372.jpg,16.475195,0.53611416
sa5374.jpg,10.928111,0.1725424
sa5375.jpg,13.754716,-0.62081516
sa5376.jpg,16.455612,1.907953
sa5377.jpg,10.665724,-2.8504875
sa5378.jpg,7.8384013,-3.197591
sa5379.jpg,13.873157,-0.40188646
sa5380.jpg,15.700655,-2.0549877
sa5381.jpg,14.809171,-0.33993608
sa5382.jpg,9.051504,1.8261127
sa5383.jpg,14.955704,-1.9875226
sa5384.jpg,14.069528,-1.379913
sa5385.jpg,11.95406,1.6579378
sa5386.jpg,13.902416,0.72332335
sa5387.jpg,15.5957575,0.9185546
sa5388.jpg,11.92332,-1.9787976
sa5389.jpg,16.564192,-0.800914
sa5390.jpg,6.979137,2.600809
sa5391.jpg,7.0235643,-1.8282799
sa5392.jpg,16.877298,-0.31584468
sa5393.jpg,15.106456,1.7405716
sa5394.jpg,8.924797,1.9435858
sa5395.jpg,7.521934,-0.86456466
sa5396.jpg,6.555637,-2.1950064
sa5397.jpg,8.398679,2.0474648
sa5398.jpg,6.889042,2.7914338
sa5399.jpg,7.3357577,2.5065308
sa5400.jpg,6.821395,2.6179051
sa5401.jpg,10.81421,-3.7881038
sa5402.jpg,12.938089,0.07692702
sa5403.jpg,13.380875,2.3170376
sa5404.jpg,7.4709935,-3.3549943
sa5405.jpg,10.336521,-2.1915479
sa5406.jpg,13.463069,0.10193757
sa5407.jpg,9.521692,1.2701366
sa5408.jpg,7.167685,-0.052067727
sa5409.jpg,8.775034,-1.1093413
sa5412.jpg,15.496196,-0.22733296
sa5413.jpg,15.771241,0.181066
sa5415.jpg,10.132859,2.114818
sa5416.jpg,9.85913,-3.8700602
sa5417.jpg,8.001967,-1.7938391
sa5672.jpg,15.666352,0.0011916705
sa5750.jpg,4.8460345,-0.88595057
sa5756.jpg,11.955773,-0.5626665
sa5793.jpg,6.813982,-2.5605352
sa5795.jpg,14.404045,1.2135134
sa5796.jpg,7.0757847,-0.78138167
sa5797.jpg,6.878682,1.045614
sa5918.jpg,14.727173,0.78338677
sa5921.jpg,16.93819,0.55852896
sa5978.jpg,16.311049,0.90462244
sa5988.jpg,17.155087,0.96912277
sa6015.jpg,6.321654,0.6628983
sa6016.jpg,12.92449,0.9166243
sa6017.jpg,15.085938,2.7510567
sa6018.jpg,11.795804,-1.88235
sa6019.jpg,13.351431,-1.3321625
sa6020.jpg,15.838928,2.7660117
sa6021.jpg,13.744707,-1.3523188
sa6028.jpg,6.7791076,-1.1843085
sa6029.jpg,9.776574,1.0448695
sa6031.jpg,16.90884,-0.6117071
sa6034.jpg,15.516147,1.5416774
sa6071.jpg,13.28668,-2.4481075
sa6074.jpg,15.921748,-1.5335414
sa6076.jpg,16.185493,-1.0515277
sa6082.jpg,14.522236,-0.7452542
sa6088.jpg,15.839149,1.087719
sa6169.jpg,15.239731,0.6252532
sa6170.jpg,8.151148,-2.546603
sa6171.jpg,8.980524,-1.6108003
sa6173.jpg,16.888254,-0.97521377
sa6201.jpg,16.34951,2.3732302
sa6202.jpg,15.940647,2.4699283
sa6205.jpg,13.409416,-2.5945008
sa6208.jpg,15.615657,3.0104845
sa6436.jpg,11.450224,0.88267505
sa6437.jpg,15.310818,-0.7046305
sa6438.jpg,14.17834,-1.0585876
sa6439.jpg,15.434889,-1.3602474
sa6440.jpg,13.123873,1.3164107
sa6441.jpg,13.666107,0.9537622
sa6442.jpg,11.289532,0.09466767
sa6443.jpg,15.843487,1.3110361
sa6445.jpg,14.588328,0.83928084
sa6446.jpg,4.7191033,-1.5114082
sa6447.jpg,7.209155,-0.20005919
sa6448.jpg,7.9134603,0.029516015
sa6450.jpg,8.207866,-0.027042642
sa6451.jpg,8.007516,0.1275123
sa6452.jpg,14.705597,-2.555942
sa6453.jpg,13.270812,0.0275219
sa6454.jpg,2.2845314,-1.2929261
sa6455.jpg,2.3641713,-0.7913621
sa6456.jpg,9.181707,0.0768591
sa6457.jpg,7.399326,0.6956342
sa6458.jpg,7.9783473,0.76941234
sa6459.jpg,15.23686,1.8988438
sa6460.jpg,13.906562,2.7852168
sa6461.jpg,9.7973175,-0.38814282
sa6462.jpg,12.983912,0.8385729
sa6463.jpg,2.4932573,-0.9144309
sa6464.jpg,8.875749,-0.33280054
sa6465.jpg,14.374634,2.9673238
sa6466.jpg,15.492086,2.547122
sa6467.jpg,7.42785,-2.3310943
sa6469.jpg,13.403808,2.5075877
sa6470.jpg,12.497916,-1.6892116
sa6471.jpg,13.342701,-0.38985392
sa6472.jpg,16.181664,1.6865057
sa6473.jpg,14.435849,-1.6866614
sa6474.jpg,7.72168,1.9623992
sa6475.jpg,12.095815,2.5214722
sa6476.jpg,7.6759877,-3.4777591
sa6477.jpg,8.455551,2.8562214
sa6478.jpg,8.564074,-3.0967379
sa6479.jpg,8.162553,-2.6449656
sa6480.jpg,16.865248,1.4596381
sa6481.jpg,13.895819,-2.8481638
sa6482.jpg,3.7179103,-1.7698873
sa6483.jpg,10.9830885,-0.85058993
sa6484.jpg,14.168612,2.146314
sa6485.jpg,9.293352,0.20594184
sa6486.jpg,14.69971,-2.1663744
sa6487.jpg,13.603474,2.7762477
sa6488.jpg,8.885272,-2.3158917
sa6489.jpg,8.346746,-3.3475761
sa6490.jpg,7.552825,-0.048063807
sa6491.jpg,10.775853,-1.3603797
sa6492.jpg,10.364274,-1.9774692
sa6493.jpg,13.267534,-1.4273733
sa6494.jpg,14.360463,0.50199705
sa6495.jpg,14.022717,-1.5885978
sa6496.jpg,14.63536,-0.82319176
sa6497.jpg,14.596683,-0.45929015
sa6498.jpg,14.606404,-1.6133795
sa6499.jpg,16.429668,0.17980646
sa6500.jpg,13.801231,-1.989252
sa6501.jpg,10.271495,2.7468903
sa6502.jpg,13.852045,-2.8423965
sa6503.jpg,13.288634,0.5793702
sa6504.jpg,2.8607142,-1.5977967
sa6505.jpg,13.406805,-2.5731456
sa6506.jpg,13.671701,-0.38764936
sa6507.jpg,11.87715,0.16099879
sa6508.jpg,7.8633595,3.2567306
sa6509.jpg,13.092362,-1.2465484
sa6510.jpg,11.042114,-2.4005373
sa6511.jpg,7.6871676,-1.9765403
sa6512.jpg,8.919548,-1.9188135
sa6513.jpg,12.04209,-0.4044025
sa6514.jpg,7.302474,-2.1171582
sa6515.jpg,15.312096,2.155883
sa6516.jpg,16.594484,-1.7701759
sa6517.jpg,15.392691,-2.2407477
sa6518.jpg,13.555076,-1.8529441
sa6519.jpg,14.582127,3.0137033
sa6520.jpg,15.856247,2.4278603
sa6521.jpg,16.580133,2.4428997
sa6522.jpg,13.709518,0.09480372
sa6523.jpg,5.521317,-1.0951432
sa6524.jpg,13.009488,-1.9804941
sa6525.jpg,14.567565,-2.5657902
sa6526.jpg,12.537867,-2.8501022
sa6527.jpg,13.313648,-3.1598053
sa6528.jpg,16.75235,2.0495887
sa6529.jpg,12.313319,-2.4911687
sa6530.jpg,13.074232,-0.46663594
sa6531.jpg,15.780754,-1.5471144
sa6532.jpg,15.711502,2.1091425
sa6533.jpg,10.927608,2.2388895
sa6534.jpg,11.6606455,2.0081348
sa6535.jpg,9.713337,2.8342967
sa6536.jpg,12.695157,1.1736573
sa6537.jpg,14.46894,1.3429449
sa6538.jpg,11.828033,-1.3789086
sa6539.jpg,9.534638,-0.5988791
sa6540.jpg,16.815931,0.11928372
sa6541.jpg,9.926112,3.035067
sa6542.jpg,12.575138,-2.3317955
sa6543.jpg,12.0545025,-1.6641732
sa6544.jpg,16.991875,-1.3254876
sa6545.jpg,11.635325,-0.9043138
sa6546.jpg,11.157884,-2.1567535
sa6547.jpg,7.013989,-1.4198868
sa6548.jpg,12.012873,-2.5391645
sa6549.jpg,14.231567,-0.036177214
sa6550.jpg,8.134668,2.304782
sa6551.jpg,8.788527,0.42012367
sa6552.jpg,9.825544,-1.2529477
sa6553.jpg,10.018375,-1.2648466
sa6554.jpg,1.812702,-0.86676526
sa6555.jpg,13.95381,2.333468
sa6556.jpg,12.7759,2.2156293
sa6557.jpg,6.7929177,0.06001008
sa6558.jpg,12.533532,-0.9287861
sa6559.jpg,10.065945,1.42128
sa6560.jpg,13.775045,-2.1775439
sa6561.jpg,8.60814,1.9246677
sa6563.jpg,15.994607,0.9816741
sa6564.jpg,14.544167,0.26325864
sa6566.jpg,12.210955,-0.9356708
sa6567.jpg,12.452578,0.1854541
sa6568.jpg,10.916725,-2.196489
sa6571.jpg,13.767327,-1.9732531
sa6572.jpg,2.8966334,-1.0111701
sa6573.jpg,1.7635236,-1.1286823
sa6574.jpg,16.765533,-1.0573466
sa6575.jpg,16.940487,2.3746157
sa6576.jpg,15.881135,-1.3271878
sa6577.jpg,14.871655,2.513417
sa6578.jpg,17.166883,0.34248358
sa6579.jpg,11.229436,-2.7740734
sa6580.jpg,15.308971,0.03208315
sa6581.jpg,16.683964,-0.082537286
sa6582.jpg,16.416735,2.6419337
sa6583.jpg,15.651588,1.1446786
sa6584.jpg,14.014991,1.5436617
sa6585.jpg,15.314155,-2.724438
sa6586.jpg,8.471002,-2.4709475
sa6587.jpg,16.182909,0.023572389
sa6588.jpg,3.2401106,-0.6732499
sa6589.jpg,17.164644,-0.17965609
sa6590.jpg,17.43978,0.7002417
sa6592.jpg,13.91182,2.9565449
sa6625.jpg,10.615281,1.6223375
